File_name,Probability
ApfxSNYS_cough,0.1324513554573059
vHZSbmvF_cough,0.0016436278820037842
IJYslqxt_cough,0.0008498132228851318
YRtJMjSL_cough,0.11304980516433716
cjkLARyP_cough,0.0020609498023986816
jUKQKmME_cough,0.02832368016242981
LfRHKXQE_cough,0.08576095104217529
stEPXlbR_cough,0.0002738535404205322
QIujDLTO_cough,0.06474849581718445
UtsZOeGM_cough,0.06144645810127258
wwqzqucf_cough,0.037033259868621826
dzgyaJKb_cough,0.0008469223976135254
dAlMsZAa_cough,0.10416221618652344
gucqgUdO_cough,0.0006017088890075684
ytBZOwcY_cough,0.4580945670604706
NTuVEhTI_cough,0.9061298370361328
MnIucLbb_cough,0.00019469857215881348
sedBFOUL_cough,0.000804215669631958
ZngGYScI_cough,0.01670435070991516
WxtUSymX_cough,0.021317392587661743
VYFvgWMm_cough,0.011352300643920898
coWKLPUF_cough,0.3086071014404297
XvOqdxQJ_cough,0.004563122987747192
fyfYKFsi_cough,0.008271217346191406
